student_id,class_level,department,strength_level,term1_avg,term2_avg,term3_avg,session_avg,consistency_score,performance_trend,t1_Mathematics,t1_English_Language,t1_Basic_Science,t1_Social_Studies,t1_Civic_Education,t1_Physical_Education,t1_Cultural_and_Creative_Arts,t1_Computer_Studies,t1_Business_Studies,t1_Agricultural_Science,t1_Home_Economics,t1_French,t2_Mathematics,t2_English_Language,t2_Basic_Science,t2_Social_Studies,t2_Civic_Education,t2_Physical_Education,t2_Cultural_and_Creative_Arts,t2_Computer_Studies,t2_Business_Studies,t2_Agricultural_Science,t2_Home_Economics,t2_French,t3_Mathematics,t3_English_Language,t3_Basic_Science,t3_Social_Studies,t3_Civic_Education,t3_Physical_Education,t3_Cultural_and_Creative_Arts,t3_Computer_Studies,t3_Business_Studies,t3_Agricultural_Science,t3_Home_Economics,t3_French,science_aptitude_score,arts_aptitude_score,commercial_aptitude_score,best_subject,best_subject_score,weak_subject,weak_subject_score,grade_A_count,grade_B_count,grade_C_count,grade_D_count,grade_E_count,grade_F_count,career_path,t1_Physics,t1_Chemistry,t1_Biology,t1_Further_Mathematics,t1_Computer_Science,t1_Geography,t2_Physics,t2_Chemistry,t2_Biology,t2_Further_Mathematics,t2_Computer_Science,t2_Geography,t3_Physics,t3_Chemistry,t3_Biology,t3_Further_Mathematics,t3_Computer_Science,t3_Geography,t1_Literature_in_English,t1_Government,t1_CRS_IRK,t1_History,t1_Economics,t1_Yoruba_Hausa_Igbo,t2_Literature_in_English,t2_Government,t2_CRS_IRK,t2_History,t2_Economics,t2_Yoruba_Hausa_Igbo,t3_Literature_in_English,t3_Government,t3_CRS_IRK,t3_History,t3_Economics,t3_Yoruba_Hausa_Igbo,t1_Accounting,t1_Commerce,t1_Office_Practice,t1_Insurance,t2_Accounting,t2_Commerce,t2_Office_Practice,t2_Insurance,t3_Accounting,t3_Commerce,t3_Office_Practice,t3_Insurance
1896,SSS2,Science,low,60.42,57.84,61.11,59.79,97.19,Stable,78.9,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,0.0,64.2,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,73.1,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,63.23,63.7,73.1,Further_Mathematics,82.6,Biology,23.4,2,1,4,0,1,1,Engineering & Technology,46.8,61.3,45.6,75.5,61.2,57.3,65.3,85.4,49.6,73.1,44.4,40.8,81.1,62.8,23.4,82.6,56.4,64.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,SSS2,Science,low,54.37,58.39,50.8,54.52,93.8,Stable,54.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,44.7,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3,0.0,0.0,50.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.0,0.0,50.62,28.6,50.3,Chemistry,69.4,English_Language,28.6,0,2,3,1,1,2,Agriculture & Environmental Sciences,63.6,63.1,57.2,39.8,36.3,60.2,56.5,47.4,59.2,51.5,62.5,80.2,36.6,69.4,59.0,41.1,47.3,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,SSS2,Science,average,62.82,68.47,67.87,66.39,94.93,Improving,46.9,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7,0.0,0.0,67.6,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,57.7,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,0.0,0.0,61.08,81.4,57.7,Agricultural_Science,83.2,Physics,55.4,4,0,5,0,0,0,Agriculture & Environmental Sciences,44.5,62.4,79.3,53.9,74.1,85.9,66.0,67.1,81.8,71.3,61.9,58.2,55.4,58.5,76.8,61.7,56.4,79.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,SSS2,Science,average,72.71,74.98,69.36,72.35,95.38,Stable,70.3,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,0.0,0.0,81.3,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7,0.0,0.0,73.6,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,0.0,0.0,72.13,67.1,73.6,Further_Mathematics,86.4,Geography,60.5,2,4,3,0,0,0,Computer Science & IT,83.2,68.1,73.1,66.9,75.0,76.7,74.1,68.5,82.6,80.4,65.5,83.9,75.0,65.3,70.8,86.4,61.7,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,SSS2,Science,high,83.9,79.17,87.44,83.5,93.22,Stable,95.5,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6,0.0,0.0,97.6,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,0.0,0.0,100.0,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,91.33,82.1,100.0,Mathematics,100.0,Geography,69.9,8,1,0,0,0,0,Engineering & Technology,94.5,86.0,60.6,92.1,85.7,80.6,100.0,85.2,76.2,100.0,68.5,57.9,90.0,93.8,83.2,100.0,81.0,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,SSS2,Science,low,55.61,58.97,54.7,56.43,96.33,Stable,56.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,0.0,0.0,65.6,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,0.0,58.1,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,0.0,0.0,59.47,49.2,58.1,Computer_Science,88.1,Geography,35.1,1,1,4,1,1,1,Computer Science & IT,60.2,54.6,46.0,72.1,77.5,43.6,66.3,49.0,51.7,57.2,65.5,56.7,66.8,40.7,50.3,52.8,88.1,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,SSS2,Science,high,86.57,81.21,85.82,84.53,95.26,Stable,100.0,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3,0.0,0.0,92.6,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7,0.0,0.0,96.7,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,0.0,0.0,89.9,66.8,96.7,Computer_Science,100.0,English_Language,66.8,8,1,0,0,0,0,Computer Science & IT,89.2,68.1,83.2,100.0,94.5,93.5,87.2,67.3,69.7,87.1,98.0,79.1,84.6,78.0,80.6,99.5,100.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,SSS2,Science,average,72.16,65.42,71.76,69.78,93.83,Stable,88.1,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3,0.0,0.0,72.8,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.8,0.0,0.0,100.0,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7,0.0,0.0,75.13,64.3,100.0,Mathematics,100.0,Biology,52.4,4,1,4,0,0,0,Computer Science & IT,77.1,72.4,67.6,83.0,83.1,69.0,70.7,46.6,65.8,77.7,67.5,71.1,84.6,53.0,52.4,82.3,78.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,SSS2,Science,average,82.21,78.27,69.86,76.78,89.7,Declining,97.8,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,0.0,0.0,90.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,0.0,0.0,99.7,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,0.0,0.0,76.7,58.8,99.7,Mathematics,99.7,Geography,48.9,4,0,4,1,0,0,Engineering & Technology,66.6,91.2,71.0,100.0,90.5,76.4,83.7,97.4,73.7,91.1,88.8,60.4,91.0,75.6,54.4,80.8,58.7,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,SSS2,Science,average,74.36,64.18,70.34,69.63,91.63,Declining,70.5,83.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4,0.0,0.0,59.2,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,0.0,0.0,69.4,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,0.0,0.0,70.53,61.2,69.4,Biology,85.7,Computer_Science,52.6,3,3,3,0,0,0,Agriculture & Environmental Sciences,59.4,77.7,76.5,72.9,61.8,87.8,60.6,61.3,66.8,75.6,53.9,73.8,64.5,84.7,85.7,66.3,52.6,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,SSS2,Science,average,70.77,70.68,76.42,72.62,94.63,Improving,78.7,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,100.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4,0.0,0.0,74.2,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,0.0,80.42,58.8,74.2,Computer_Science,100.0,English_Language,58.8,4,4,1,0,0,0,Computer Science & IT,79.1,56.1,59.1,84.6,86.4,66.1,79.4,71.6,79.5,84.0,73.2,57.4,87.3,78.4,67.9,74.7,100.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,SSS2,Science,average,71.21,77.6,67.07,71.96,91.34,Declining,86.9,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,79.6,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,82.2,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0.0,0.0,72.92,44.5,82.2,Biology,94.9,Geography,43.8,4,1,1,1,2,0,Engineering & Technology,64.4,85.1,50.3,88.1,71.1,63.2,78.5,79.9,87.3,82.4,79.9,87.0,62.3,76.9,94.9,74.2,47.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,SSS2,Science,high,83.76,83.66,80.51,82.64,96.98,Stable,92.1,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,91.6,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,92.1,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,78.73,95.9,92.1,English_Language,95.9,Biology,62.7,6,2,1,0,0,0,Computer Science & IT,92.9,70.2,82.8,86.4,100.0,84.9,85.6,73.9,80.1,97.4,90.4,77.9,77.9,65.5,62.7,79.8,94.4,83.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,SSS2,Science,low,61.84,61.9,58.37,60.7,96.7,Stable,72.1,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,0.0,0.0,63.1,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0.0,65.7,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3,0.0,0.0,66.42,37.8,65.7,Physics,83.6,English_Language,37.8,1,2,3,1,1,1,Engineering & Technology,71.1,77.0,63.2,63.0,43.1,55.4,57.1,63.7,61.4,78.9,62.2,57.7,83.6,64.0,58.5,74.4,52.3,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,SSS2,Science,average,66.03,66.63,66.38,66.35,99.51,Stable,60.0,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,56.5,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8,0.0,0.0,44.9,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,0.0,60.2,61.3,44.9,Geography,88.4,Mathematics,44.9,3,1,3,1,1,0,Agriculture & Environmental Sciences,64.3,59.7,70.2,74.9,58.8,84.1,60.0,71.0,81.7,59.6,62.8,78.4,55.9,88.2,74.7,51.2,46.3,88.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,SSS2,Science,average,68.46,65.91,67.1,67.16,97.92,Stable,57.5,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9,0.0,0.0,51.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,0.0,0.0,52.7,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,63.1,76.9,52.7,Biology,83.8,Further_Mathematics,48.6,4,1,3,1,0,0,Agriculture & Environmental Sciences,55.4,66.6,96.3,42.8,67.9,71.3,49.2,71.3,89.7,58.3,59.8,86.6,75.2,61.4,83.8,48.6,56.9,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,SSS2,Science,low,60.87,61.29,64.31,62.16,96.94,Stable,81.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.0,65.4,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,0.0,0.0,88.0,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,0.0,0.0,68.3,75.3,88.0,Mathematics,88.0,Biology,40.9,4,1,1,0,3,0,Engineering & Technology,79.5,65.5,54.1,62.1,43.3,35.8,49.0,87.0,58.7,73.5,47.6,63.3,74.8,77.3,40.9,84.8,44.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,SSS2,Science,low,53.72,51.16,59.0,54.63,93.47,Improving,48.8,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,0.0,0.0,43.1,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,0.0,0.0,32.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,59.25,41.1,32.0,Geography,75.9,Mathematics,32.0,1,3,3,0,1,1,Agriculture & Environmental Sciences,54.7,67.6,70.9,46.4,26.9,55.9,39.2,61.2,54.8,39.1,48.5,69.6,70.4,68.1,55.6,62.1,67.3,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,SSS2,Science,average,74.71,72.09,75.7,74.17,96.95,Stable,81.5,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.6,0.0,0.0,87.8,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,88.8,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,0.0,0.0,80.92,64.9,88.8,Chemistry,94.1,Geography,64.7,3,4,2,0,0,0,Engineering & Technology,81.5,93.7,85.4,67.5,75.9,59.8,85.6,75.3,68.0,80.1,62.7,65.8,90.4,94.1,71.4,74.8,66.0,64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,SSS2,Science,low,60.4,57.71,53.11,57.07,93.98,Declining,67.6,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,69.8,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1,0.0,0.0,49.7,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,0.0,55.13,55.5,49.7,Physics,73.6,Agricultural_Science,40.1,0,1,4,2,2,0,Computer Science & IT,69.2,52.7,56.6,71.6,69.3,52.7,67.7,51.8,59.3,62.3,54.2,53.1,73.6,58.5,44.3,45.0,59.7,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,SSS2,Science,high,77.46,79.44,82.37,79.76,95.97,Improving,66.2,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,0.0,0.0,79.7,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.0,0.0,65.8,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,0.0,0.0,80.82,71.4,65.8,Agricultural_Science,95.5,Mathematics,65.8,7,2,0,0,0,0,Agriculture & Environmental Sciences,70.4,82.2,75.9,78.2,77.7,82.7,72.2,78.1,95.1,70.3,74.4,91.1,84.0,85.4,90.6,79.4,79.7,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,SSS2,Science,average,76.79,68.14,80.46,75.13,89.67,Stable,100.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.8,0.0,0.0,69.1,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,0.0,0.0,100.0,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,81.37,74.1,100.0,Mathematics,100.0,Computer_Science,53.9,5,2,2,0,0,0,Medicine & Health Sciences,80.4,78.9,96.5,59.5,75.5,83.0,75.8,79.5,89.6,65.1,44.6,54.2,100.0,79.8,96.8,57.7,53.9,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,SSS2,Science,average,74.98,81.26,78.64,78.29,94.85,Stable,94.5,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0.0,0.0,100.0,65.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0.0,80.9,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,0.0,0.0,80.27,72.7,80.9,Chemistry,100.0,Further_Mathematics,60.4,6,2,1,0,0,0,Medicine & Health Sciences,67.8,91.4,83.8,69.5,60.5,74.3,94.6,87.9,92.5,77.5,77.0,84.1,90.1,100.0,69.0,60.4,81.2,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,SSS2,Science,average,69.42,69.46,66.49,68.46,97.22,Stable,63.3,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,0.0,0.0,70.0,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,0.0,0.0,62.5,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,0.0,0.0,63.88,71.5,62.5,Biology,95.9,Computer_Science,47.4,2,2,4,1,0,0,Agriculture & Environmental Sciences,70.2,69.3,78.6,54.9,67.0,66.6,68.1,86.7,76.2,61.3,47.1,75.9,53.3,54.8,95.9,69.4,47.4,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,SSS2,Science,high,86.5,81.92,81.12,83.18,95.26,Declining,98.5,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,98.4,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3,0.0,0.0,98.1,79.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,0.0,0.0,85.7,79.7,98.1,Mathematics,98.1,Geography,62.5,6,2,1,0,0,0,Computer Science & IT,89.4,76.8,67.4,90.8,94.1,86.5,91.8,74.3,69.2,81.1,100.0,75.8,94.6,78.0,89.5,74.6,79.4,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,SSS2,Science,average,74.4,76.69,72.9,74.66,96.88,Stable,68.3,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,0.0,0.0,90.2,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,0.0,0.0,85.2,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,77.97,73.9,85.2,Chemistry,95.6,Geography,49.0,3,4,1,1,0,0,Medicine & Health Sciences,100.0,78.3,90.2,65.5,45.8,75.0,69.9,72.9,99.9,53.0,85.8,65.1,73.5,95.6,86.3,72.4,54.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,SSS2,Science,average,69.49,68.41,66.46,68.12,97.49,Stable,53.0,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,55.4,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,72.1,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,0.0,67.05,73.6,72.1,Physics,86.8,Further_Mathematics,46.8,2,3,2,2,0,0,Agriculture & Environmental Sciences,100.0,74.4,85.3,59.0,58.6,83.8,66.9,100.0,74.3,64.4,62.0,91.1,86.8,79.0,69.0,46.8,48.6,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,SSS2,Science,low,58.3,57.09,54.59,56.66,96.91,Stable,58.3,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.6,0.0,0.0,44.4,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,57.2,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,0.0,0.0,48.97,48.2,57.2,Geography,75.5,Physics,37.4,1,1,3,1,0,3,Agriculture & Environmental Sciences,42.8,58.5,72.3,46.2,50.1,83.4,53.5,68.7,79.2,52.0,51.2,56.5,37.4,55.2,64.8,39.5,39.7,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,SSS2,Science,average,75.44,69.66,73.61,72.9,95.18,Stable,71.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.7,0.0,0.0,88.6,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,0.0,0.0,82.7,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,0.0,0.0,81.13,46.6,82.7,Further_Mathematics,97.0,Agricultural_Science,44.7,5,1,0,2,1,0,Engineering & Technology,89.4,91.9,70.5,86.7,53.5,62.6,78.0,66.0,58.0,90.7,56.6,75.4,95.1,90.2,49.6,97.0,72.2,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,SSS2,Science,high,85.41,85.36,86.43,85.73,99.01,Stable,80.5,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.0,0.0,100.0,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,0.0,0.0,76.6,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,0.0,0.0,88.75,88.8,76.6,Physics,100.0,Geography,71.8,7,2,0,0,0,0,Medicine & Health Sciences,94.3,88.8,99.2,84.9,78.6,79.3,100.0,91.7,90.2,81.5,63.3,84.3,100.0,99.7,100.0,72.2,84.0,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
